"order_id";"customer_id";"product_id";"quantity";"unit_price";"order_date";"delivery_status";"payment_method";"region";"discount_applied";"sale_gross_price";"sale_net_price";"total_discount"
"O814926";"C00469";"P0014";5;27.89;"2025-07-06";"Delivered";"Credit Card";"South";0.05;139.45;132.4775;6.9725
"O815287";"C00178";"P0018";3;18.35;"2025-07-06";"Delivered";"Bank Transfer";"East";0.05;55.05;52.2975;2.7525
"O815292";"C00114";"P0003";5;36.95;"2025-07-06";"Delayed";"PayPal";"South";0.2;184.75;147.8;36.95
"O815580";"C00108";"P0001";4;49.21;"2025-07-06";"Delayed";"Bank Transfer";"East";0.15;196.84;167.314;29.526
"O815606";"C00292";"P0024";3;20.43;"2025-07-06";"Delayed";"Credit Card";"Central";0.2;61.29;49.032;12.258
"O815716";"C00047";"P0017";2;14.59;"2025-07-06";"Delivered";"Credit Card";"Central";0.15;29.18;24.803;4.377
"O816140";"C00458";"P0004";4;21.72;"2025-07-06";"Delivered";"Credit Card";"North";0.2;86.88;69.504;17.376
"O816249";"C00099";"P0028";1;8.57;"2025-07-06";"Delayed";"PayPal";"East";0.05;8.57;8.1415;0.4285
"O816423";"C00173";"P0016";5;8.02;"2025-07-06";"Delivered";"PayPal";"North";0.05;40.1;38.095;2.005
"O816745";"C00013";"P0008";3;15.11;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.15;45.33;38.5305;6.7995
"O817407";"C00082";"P0011";3;43.86;"2025-07-06";"Cancelled";"Credit Card";"North";0.05;131.58;125.001;6.579
"O818472";"C00062";"P0021";2;48.35;"2025-07-06";"Delivered";"Credit Card";"North";0.15;96.7;82.195;14.505
"O818540";"C00234";"P0009";1;21.7;"2025-07-06";"Delayed";"Credit Card";"Central";0.05;21.7;20.615;1.085
"O819488";"C00440";"P0028";5;29.87;"2025-07-06";"Delivered";"Credit Card";"Central";0.05;149.35;141.8825;7.4675
"O819665";"C00079";"P0023";5;44.9;"2025-07-06";"Delayed";"PayPal";"South";0.05;224.5;213.275;11.225
"O819734";"C00016";"P0019";2;14.41;"2025-07-06";"Delayed";"Credit Card";"South";0.15;28.82;24.497;4.323
"O820049";"C00350";"P0018";1;42.78;"2025-07-06";"Delayed";"Credit Card";"South";0.1;42.78;38.502;4.278
"O820127";"C00173";"P0015";2;14.78;"2025-07-06";"Delivered";"Bank Transfer";"North";0.1;29.56;26.604;2.956
"O820253";"C00011";"P0012";3;29.74;"2025-07-06";"Delivered";"Credit Card";"Central";0.05;89.22;84.759;4.461
"O820528";"C00474";"P0009";2;47.93;"2025-07-06";"Delivered";"Credit Card";"South";0.05;95.86;91.067;4.793
"O820814";"C00073";"P0014";2;20.73;"2025-07-06";"Delayed";"PayPal";"East";0.15;41.46;35.241;6.219
"O821166";"C00297";"P0013";2;21.51;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;43.02;43.02;0.0
"O821594";"C00157";"P0023";1;16.98;"2025-07-06";"Delayed";"Bank Transfer";"South";0.1;16.98;15.282;1.698
"O822153";"C00255";"P0010";2;12.29;"2025-07-06";"Delivered";"PayPal";"North";0.1;24.58;22.122;2.458
"O822237";"C00040";"P0029";4;36.49;"2025-07-06";"Delayed";"Credit Card";"East";0.1;145.96;131.364;14.596
"O822353";"C00048";"P0007";1;26.41;"2025-07-06";"Delayed";"Bank Transfer";"West";0.0;26.41;26.41;0.0
"O822528";"C00102";"P0021";1;49.84;"2025-07-06";"Delayed";"Bank Transfer";"West";0.15;49.84;42.364;7.476
"O823650";"C00324";"P0029";3;29.44;"2025-07-06";"Delayed";"Credit Card";"South";0.2;88.32;70.656;17.664
"O823802";"C00435";"P0030";2;10.6;"2025-07-06";"Delivered";"Credit Card";"East";0.1;21.2;19.08;2.12
"O824018";"C00007";"P0027";5;19.2;"2025-07-06";"Cancelled";"Credit Card";"West";0.15;96.0;81.6;14.4
"O824104";"C00494";"P0016";1;31.11;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;31.11;29.5545;1.5555
"O824130";"C00352";"P0020";5;20.27;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;101.35;101.35;0.0
"O825608";"C00297";"P0028";1;30.78;"2025-07-06";"Delivered";"PayPal";"Central";0.05;30.78;29.241;1.539
"O825714";"C00032";"P0012";1;28.16;"2025-07-06";"Delivered";"Credit Card";"West";0.2;28.16;22.528;5.632
"O826271";"C00156";"P0004";5;11.57;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.0;57.85;57.85;0.0
"O826326";"C00384";"P0023";5;21.76;"2025-07-06";"Delayed";"PayPal";"North";0.0;108.8;108.8;0.0
"O826800";"C00419";"P0025";4;46.87;"2025-07-06";"Delayed";"Credit Card";"East";0.05;187.48;178.106;9.374
"O826877";"C00317";"P0023";3;44.34;"2025-07-06";"Delivered";"PayPal";"Central";0.1;133.02;119.718;13.302
"O826965";"C00462";"P0024";4;10.9;"2025-07-06";"Delivered";"PayPal";"South";0.2;43.6;34.88;8.72
"O827239";"C00291";"P0019";1;43.32;"2025-07-06";"Delayed";"Credit Card";"South";0.15;43.32;36.822;6.498
"O827277";"C00139";"P0008";2;18.87;"2025-07-06";"Delivered";"PayPal";"North";0.0;37.74;37.74;0.0
"O827688";"C00329";"P0014";4;32.67;"2025-07-06";"Cancelled";"Credit Card";"West";0.1;130.68;117.612;13.068
"O827803";"C00246";"P0007";3;20.46;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.0;61.38;61.38;0.0
"O828060";"C00462";"P0018";5;27.53;"2025-07-06";"Delivered";"PayPal";"Central";0.1;137.65;123.885;13.765
"O828103";"C00008";"P0005";4;46.14;"2025-07-06";"Cancelled";"Credit Card";"South";0.0;184.56;184.56;0.0
"O828753";"C00184";"P0030";1;45.53;"2025-07-06";"Delivered";"Bank Transfer";"South";0.2;45.53;36.424;9.106
"O828817";"C00483";"P0020";4;11.58;"2025-07-06";"Cancelled";"PayPal";"North";0.15;46.32;39.372;6.948
"O829181";"C00173";"P0025";5;26.69;"2025-07-06";"Delivered";"Credit Card";"East";0.05;133.45;126.7775;6.6725
"O829460";"C00322";"P0002";5;33.89;"2025-07-06";"Delivered";"PayPal";"North";0.15;169.45;144.0325;25.4175
"O829511";"C00335";"P0005";2;9.56;"2025-07-06";"Delayed";"Bank Transfer";"South";0.0;19.12;19.12;0.0
"O829747";"C00124";"P0019";1;44.49;"2025-07-06";"Delayed";"Bank Transfer";"East";0.0;44.49;44.49;0.0
"O830239";"C00415";"P0017";2;33.8;"2025-07-06";"Delayed";"Credit Card";"North";0.1;67.6;60.84;6.76
"O830712";"C00077";"P0027";3;13.14;"2025-07-06";"Cancelled";"PayPal";"North";0.15;39.42;33.507;5.913
"O831063";"C00446";"P0009";1;12.92;"2025-07-06";"Delivered";"Credit Card";"West";0.05;12.92;12.274;0.646
"O831148";"C00256";"P0002";3;45.37;"2025-07-06";"Delivered";"PayPal";"West";0.2;136.11;108.888;27.222
"O831300";"C00106";"P0011";5;26.17;"2025-07-06";"Cancelled";"PayPal";"West";0.15;130.85;111.2225;19.6275
"O832170";"C00441";"P0006";4;18.91;"2025-07-06";"Delivered";"PayPal";"South";0.2;75.64;60.512;15.128
"O832306";"C00321";"P0020";5;34.66;"2025-07-06";"Delivered";"PayPal";"North";0.05;173.3;164.635;8.665
"O832672";"C00337";"P0018";3;19.33;"2025-07-06";"Delivered";"Credit Card";"South";0.1;57.99;52.191;5.799
"O833175";"C00258";"P0026";1;27.18;"2025-07-06";"Delivered";"Credit Card";"East";0.0;27.18;27.18;0.0
"O833864";"C00170";"P0027";3;20.55;"2025-07-06";"Delivered";"Credit Card";"East";0.0;61.65;61.65;0.0
"O834251";"C00223";"P0009";4;47.11;"2025-07-06";"Cancelled";"Credit Card";"South";0.1;188.44;169.596;18.844
"O834496";"C00333";"P0008";5;41.14;"2025-07-06";"Delayed";"Credit Card";"Central";0.05;205.7;195.415;10.285
"O834540";"C00177";"P0006";4;23.05;"2025-07-06";"Delivered";"PayPal";"South";0.2;92.2;73.76;18.44
"O834685";"C00262";"P0012";1;37.27;"2025-07-06";"Delivered";"Bank Transfer";"North";0.2;37.27;29.816;7.454
"O835006";"C00439";"P0021";1;28.3;"2025-07-06";"Delayed";"PayPal";"South";0.05;28.3;26.885;1.415
"O835026";"C00299";"P0005";1;48.12;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;48.12;38.496;9.624
"O836686";"C00144";"P0020";5;33.66;"2025-07-06";"Delayed";"PayPal";"North";0.0;168.3;168.3;0.0
"O837245";"C00460";"P0020";5;11.61;"2025-07-06";"Delivered";"Credit Card";"North";0.0;58.05;58.05;0.0
"O837629";"C00108";"P0017";3;35.59;"2025-07-06";"Delayed";"Credit Card";"East";0.05;106.77;101.4315;5.3385
"O837831";"C00095";"P0009";1;13.06;"2025-07-06";"Delivered";"Bank Transfer";"West";0.0;13.06;13.06;0.0
"O837906";"C00022";"P0017";4;43.81;"2025-07-06";"Delayed";"Credit Card";"West";0.0;175.24;175.24;0.0
"O838846";"C00357";"P0028";2;42.77;"2025-07-06";"Delivered";"PayPal";"West";0.1;85.54;76.986;8.554
"O838951";"C00034";"P0013";1;28.05;"2025-07-06";"Delivered";"Credit Card";"North";0.0;28.05;28.05;0.0
"O839141";"C00013";"P0028";4;26.75;"2025-07-06";"Delayed";"PayPal";"East";0.0;107.0;107.0;0.0
"O839264";"C00139";"P0018";5;45.84;"2025-07-06";"Delayed";"Credit Card";"Central";0.2;229.2;183.36;45.84
"O839596";"C00017";"P0025";3;47.06;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;141.18;120.003;21.177
"O840180";"C00015";"P0027";1;47.51;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.15;47.51;40.3835;7.1265
"O840237";"C00070";"P0023";1;31.41;"2025-07-06";"Delivered";"Bank Transfer";"East";0.15;31.41;26.6985;4.7115
"O840627";"C00175";"P0023";2;40.51;"2025-07-06";"Delivered";"Credit Card";"North";0.15;81.02;68.867;12.153
"O841239";"C00171";"P0029";1;14.57;"2025-07-06";"Delayed";"Credit Card";"South";0.0;14.57;14.57;0.0
"O842017";"C00078";"P0013";4;19.32;"2025-07-06";"Delayed";"PayPal";"North";0.1;77.28;69.552;7.728
"O842283";"C00431";"P0005";4;21.36;"2025-07-06";"Delivered";"Credit Card";"West";0.15;85.44;72.624;12.816
"O842375";"C00202";"P0014";2;24.23;"2025-07-06";"Delivered";"Credit Card";"Central";0.2;48.46;38.768;9.692
"O843173";"C00473";"P0022";5;12.45;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;62.25;56.025;6.225
"O843397";"C00067";"P0010";1;22.25;"2025-07-06";"Delayed";"Credit Card";"North";0.2;22.25;17.8;4.45
"O843496";"C00126";"P0019";3;26.91;"2025-07-06";"Delayed";"PayPal";"Central";0.0;80.73;80.73;0.0
"O844927";"C00450";"P0004";5;25.58;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.15;127.9;108.715;19.185
"O845573";"C00011";"P0025";2;49.92;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.1;99.84;89.856;9.984
"O845999";"C00013";"P0007";2;39.08;"2025-07-06";"Delivered";"PayPal";"Central";0.1;78.16;70.344;7.816
"O846675";"C00069";"P0015";4;13.0;"2025-07-06";"Delayed";"Credit Card";"South";0.1;52.0;46.8;5.2
"O846865";"C00191";"P0027";4;47.47;"2025-07-06";"Delivered";"Bank Transfer";"East";0.0;189.88;189.88;0.0
"O847031";"C00008";"P0021";3;28.78;"2025-07-06";"Cancelled";"Credit Card";"West";0.15;86.34;73.389;12.951
"O848057";"C00248";"P0026";2;39.14;"2025-07-06";"Delayed";"Bank Transfer";"South";0.05;78.28;74.366;3.914
"O848134";"C00161";"P0011";2;29.94;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;59.88;47.904;11.976
"O849110";"C00326";"P0030";3;44.11;"2025-07-06";"Delayed";"Credit Card";"North";0.15;132.33;112.4805;19.8495
"O850705";"C00370";"P0026";1;39.61;"2025-07-06";"Delivered";"Credit Card";"East";0.1;39.61;35.649;3.961
"O850716";"C00234";"P0008";2;45.75;"2025-07-06";"Delayed";"Credit Card";"South";0.0;91.5;91.5;0.0
"O851224";"C00217";"P0002";1;45.64;"2025-07-06";"Delayed";"Credit Card";"Central";0.2;45.64;36.512;9.128
"O851520";"C00481";"P0020";1;19.76;"2025-07-06";"Delayed";"Credit Card";"South";0.15;19.76;16.796;2.964
"O852176";"C00313";"P0013";5;14.12;"2025-07-06";"Cancelled";"Credit Card";"East";0.1;70.6;63.54;7.06
"O852495";"C00295";"P0001";4;48.83;"2025-07-06";"Delayed";"Credit Card";"North";0.1;195.32;175.788;19.532
"O852603";"C00169";"P0010";4;18.79;"2025-07-06";"Delivered";"PayPal";"North";0.15;75.16;63.886;11.274
"O852620";"C00456";"P0029";3;18.29;"2025-07-06";"Delayed";"PayPal";"East";0.05;54.87;52.1265;2.7435
"O852902";"C00475";"P0011";2;17.26;"2025-07-06";"Cancelled";"PayPal";"North";0.0;34.52;34.52;0.0
"O853253";"C00118";"P0008";3;34.5;"2025-07-06";"Delivered";"Credit Card";"North";0.05;103.5;98.325;5.175
"O853634";"C00067";"P0026";1;10.54;"2025-07-06";"Delivered";"Credit Card";"East";0.1;10.54;9.486;1.054
"O854437";"C00192";"P0021";3;26.22;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;78.66;74.727;3.933
"O854947";"C00143";"P0013";2;39.47;"2025-07-06";"Delayed";"PayPal";"West";0.1;78.94;71.046;7.894
"O855423";"C00257";"P0024";3;19.41;"2025-07-06";"Cancelled";"Credit Card";"Central";0.0;58.23;58.23;0.0
"O855477";"C00293";"P0006";5;42.55;"2025-07-06";"Delayed";"PayPal";"South";0.2;212.75;170.2;42.55
"O855576";"C00365";"P0027";3;44.79;"2025-07-06";"Delivered";"Credit Card";"East";0.2;134.37;107.496;26.874
"O855785";"C00389";"P0024";1;45.02;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.0;45.02;45.02;0.0
"O856815";"C00140";"P0001";4;33.24;"2025-07-06";"Delivered";"Credit Card";"West";0.2;132.96;106.368;26.592
"O857041";"C00106";"P0010";2;31.26;"2025-07-06";"Delayed";"Bank Transfer";"West";0.15;62.52;53.142;9.378
"O857081";"C00414";"P0017";2;17.71;"2025-07-06";"Delivered";"PayPal";"South";0.15;35.42;30.107;5.313
"O857172";"C00122";"P0024";1;9.78;"2025-07-06";"Delayed";"PayPal";"North";0.05;9.78;9.291;0.489
"O857390";"C00421";"P0001";1;32.02;"2025-07-06";"Cancelled";"PayPal";"East";0.1;32.02;28.818;3.202
"O857899";"C00002";"P0010";2;28.47;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;56.94;51.246;5.694
"O857974";"C00322";"P0007";3;25.89;"2025-07-06";"Delayed";"Credit Card";"North";0.0;77.67;77.67;0.0
"O858056";"C00187";"P0025";5;39.65;"2025-07-06";"Delayed";"Credit Card";"North";0.0;198.25;198.25;0.0
"O858215";"C00097";"P0026";5;25.32;"2025-07-06";"Delivered";"Credit Card";"South";0.05;126.6;120.27;6.33
"O858445";"C00054";"P0014";5;15.65;"2025-07-06";"Delivered";"Credit Card";"South";0.2;78.25;62.6;15.65
"O858719";"C00471";"P0008";1;14.94;"2025-07-06";"Delayed";"Credit Card";"South";0.05;14.94;14.193;0.747
"O858906";"C00484";"P0030";4;23.42;"2025-07-06";"Delivered";"Credit Card";"South";0.0;93.68;93.68;0.0
"O858987";"C00146";"P0004";5;31.92;"2025-07-06";"Delayed";"Credit Card";"South";0.0;159.6;159.6;0.0
"O859662";"C00208";"P0025";3;27.81;"2025-07-06";"Delivered";"Credit Card";"West";0.2;83.43;66.744;16.686
"O861159";"C00004";"P0012";4;39.85;"2025-07-06";"Delivered";"PayPal";"Central";0.15;159.4;135.49;23.91
"O861642";"C00441";"P0003";5;29.4;"2025-07-06";"Delayed";"Bank Transfer";"South";0.1;147.0;132.3;14.7
"O862059";"C00286";"P0011";4;13.24;"2025-07-06";"Delayed";"Credit Card";"North";0.1;52.96;47.664;5.296
"O862195";"C00434";"P0014";3;45.33;"2025-07-06";"Delayed";"PayPal";"North";0.05;135.99;129.1905;6.7995
"O862526";"C00270";"P0020";1;16.9;"2025-07-06";"Delayed";"Credit Card";"South";0.1;16.9;15.21;1.69
"O863028";"C00376";"P0007";5;35.67;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;178.35;142.68;35.67
"O863622";"C00111";"P0030";4;23.39;"2025-07-06";"Delayed";"Bank Transfer";"West";0.1;93.56;84.204;9.356
"O864368";"C00286";"P0027";2;46.66;"2025-07-06";"Delayed";"PayPal";"East";0.0;93.32;93.32;0.0
"O865132";"C00059";"P0003";4;36.42;"2025-07-06";"Delivered";"PayPal";"South";0.15;145.68;123.828;21.852
"O865247";"C00249";"P0022";5;30.92;"2025-07-06";"Delayed";"Credit Card";"East";0.1;154.6;139.14;15.46
"O865607";"C00192";"P0015";5;9.0;"2025-07-06";"Cancelled";"PayPal";"North";0.15;45.0;38.25;6.75
"O866407";"C00021";"P0023";1;44.01;"2025-07-06";"Cancelled";"Credit Card";"East";0.2;44.01;35.208;8.802
"O866875";"C00407";"P0008";2;24.91;"2025-07-06";"Cancelled";"Bank Transfer";"East";0.1;49.82;44.838;4.982
"O866970";"C00284";"P0008";3;10.17;"2025-07-06";"Delayed";"Credit Card";"North";0.15;30.51;25.9335;4.5765
"O867344";"C00343";"P0016";5;10.64;"2025-07-06";"Delayed";"Credit Card";"North";0.1;53.2;47.88;5.32
"O867433";"C00094";"P0025";3;29.54;"2025-07-06";"Delayed";"Credit Card";"South";0.05;88.62;84.189;4.431
"O867564";"C00386";"P0025";3;33.92;"2025-07-06";"Delayed";"PayPal";"Central";0.1;101.76;91.584;10.176
"O868518";"C00157";"P0010";2;26.02;"2025-07-06";"Delayed";"Credit Card";"South";0.05;52.04;49.438;2.602
"O868597";"C00439";"P0010";4;20.9;"2025-07-06";"Cancelled";"PayPal";"Central";0.1;83.6;75.24;8.36
"O868673";"C00425";"P0026";1;46.01;"2025-07-06";"Cancelled";"Credit Card";"Central";0.0;46.01;46.01;0.0
"O868860";"C00233";"P0001";5;43.4;"2025-07-06";"Delivered";"Bank Transfer";"West";0.2;217.0;173.6;43.4
"O869611";"C00319";"P0029";2;46.41;"2025-07-06";"Delayed";"Credit Card";"East";0.05;92.82;88.179;4.641
"O869739";"C00303";"P0012";2;49.68;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;99.36;79.488;19.872
"O870050";"C00204";"P0008";5;26.99;"2025-07-06";"Delivered";"Credit Card";"West";0.0;134.95;134.95;0.0
"O870220";"C00327";"P0018";2;29.15;"2025-07-06";"Delayed";"Credit Card";"West";0.1;58.3;52.47;5.83
"O871258";"C00158";"P0013";1;8.8;"2025-07-06";"Cancelled";"Credit Card";"North";0.2;8.8;7.04;1.76
"O871423";"C00273";"P0010";5;19.6;"2025-07-06";"Delayed";"Credit Card";"East";0.0;98.0;98.0;0.0
"O872789";"C00459";"P0002";5;30.28;"2025-07-06";"Delivered";"Credit Card";"North";0.2;151.4;121.12;30.28
"O873643";"C00383";"P0018";2;27.28;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;54.56;49.104;5.456
"O873847";"C00202";"P0015";4;45.93;"2025-07-06";"Cancelled";"Credit Card";"South";0.0;183.72;183.72;0.0
"O875628";"C00479";"P0011";3;12.08;"2025-07-06";"Delivered";"Bank Transfer";"North";0.2;36.24;28.992;7.248
"O876962";"C00362";"P0029";1;33.14;"2025-07-06";"Delayed";"PayPal";"South";0.1;33.14;29.826;3.314
"O877112";"C00059";"P0019";2;19.5;"2025-07-06";"Delayed";"Credit Card";"West";0.0;39.0;39.0;0.0
"O877142";"C00198";"P0019";1;47.47;"2025-07-06";"Delayed";"PayPal";"North";0.1;47.47;42.723;4.747
"O877478";"C00293";"P0027";5;11.45;"2025-07-06";"Cancelled";"PayPal";"South";0.0;57.25;57.25;0.0
"O877989";"C00374";"P0021";2;9.0;"2025-07-06";"Delayed";"Credit Card";"East";0.1;18.0;16.2;1.8
"O878285";"C00188";"P0021";4;37.65;"2025-07-06";"Delivered";"Credit Card";"East";0.2;150.6;120.48;30.12
"O879006";"C00226";"P0026";3;48.35;"2025-07-06";"Delivered";"PayPal";"North";0.0;145.05;145.05;0.0
"O879027";"C00039";"P0023";2;24.13;"2025-07-06";"Delivered";"Credit Card";"North";0.2;48.26;38.608;9.652
"O879292";"C00385";"P0004";2;16.57;"2025-07-06";"Delayed";"PayPal";"East";0.2;33.14;26.512;6.628
"O879815";"C00034";"P0008";5;31.1;"2025-07-06";"Delivered";"Credit Card";"North";0.0;155.5;155.5;0.0
"O879927";"C00084";"P0027";4;47.83;"2025-07-06";"Delayed";"Credit Card";"Central";0.2;191.32;153.056;38.264
"O880275";"C00480";"P0003";5;11.03;"2025-07-06";"Delivered";"PayPal";"Central";0.0;55.15;55.15;0.0
"O880754";"C00440";"P0026";1;20.3;"2025-07-06";"Delivered";"Credit Card";"Central";0.2;20.3;16.24;4.06
"O881192";"C00405";"P0011";1;8.74;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.1;8.74;7.866;0.874
"O881689";"C00214";"P0020";3;33.25;"2025-07-06";"Cancelled";"PayPal";"North";0.15;99.75;84.7875;14.9625
"O881717";"C00331";"P0012";3;9.23;"2025-07-06";"Delivered";"PayPal";"South";0.0;27.69;27.69;0.0
"O882299";"C00440";"P0015";4;22.61;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;90.44;85.918;4.522
"O882319";"C00485";"P0027";1;33.64;"2025-07-06";"Delivered";"Bank Transfer";"South";0.0;33.64;33.64;0.0
"O882653";"C00332";"P0005";3;44.01;"2025-07-06";"Cancelled";"Credit Card";"South";0.2;132.03;105.624;26.406
"O882733";"C00131";"P0014";4;25.14;"2025-07-06";"Delayed";"PayPal";"East";0.0;100.56;100.56;0.0
"O883089";"C00037";"P0024";1;17.48;"2025-07-06";"Delayed";"Credit Card";"North";0.0;17.48;17.48;0.0
"O884022";"C00375";"P0007";2;19.31;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;38.62;36.689;1.931
"O884667";"C00250";"P0018";5;31.78;"2025-07-06";"Delayed";"Credit Card";"South";0.05;158.9;150.955;7.945
"O884688";"C00389";"P0009";5;28.63;"2025-07-06";"Cancelled";"Credit Card";"South";0.1;143.15;128.835;14.315
"O885156";"C00308";"P0016";4;21.79;"2025-07-06";"Delayed";"Bank Transfer";"East";0.15;87.16;74.086;13.074
"O885872";"C00493";"P0002";3;19.33;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.15;57.99;49.2915;8.6985
"O886030";"C00462";"P0006";2;41.99;"2025-07-06";"Delayed";"Credit Card";"South";0.1;83.98;75.582;8.398
"O886467";"C00445";"P0027";5;35.87;"2025-07-06";"Delivered";"Credit Card";"North";0.1;179.35;161.415;17.935
"O887101";"C00118";"P0030";1;24.51;"2025-07-06";"Delivered";"PayPal";"South";0.2;24.51;19.608;4.902
"O887491";"C00097";"P0020";5;13.33;"2025-07-06";"Delivered";"Credit Card";"Central";0.1;66.65;59.985;6.665
"O887598";"C00343";"P0026";4;27.61;"2025-07-06";"Delayed";"PayPal";"North";0.15;110.44;93.874;16.566
"O887655";"C00120";"P0028";2;17.28;"2025-07-06";"Delivered";"Bank Transfer";"West";0.1;34.56;31.104;3.456
"O888039";"C00208";"P0001";5;48.76;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.0;243.8;243.8;0.0
"O888329";"C00077";"P0023";3;32.28;"2025-07-06";"Delayed";"PayPal";"Central";0.05;96.84;91.998;4.842
"O888957";"C00388";"P0008";1;49.84;"2025-07-06";"Cancelled";"Credit Card";"Central";0.0;49.84;49.84;0.0
"O889247";"C00486";"P0005";4;16.2;"2025-07-06";"Delayed";"PayPal";"East";0.1;64.8;58.32;6.48
"O889741";"C00225";"P0010";2;9.9;"2025-07-06";"Delayed";"Credit Card";"Central";0.0;19.8;19.8;0.0
"O891037";"C00002";"P0014";3;28.65;"2025-07-06";"Delayed";"Credit Card";"Central";0.05;85.95;81.6525;4.2975
"O891088";"C00432";"P0010";5;16.63;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.0;83.15;83.15;0.0
"O891276";"C00366";"P0025";4;13.12;"2025-07-06";"Cancelled";"Credit Card";"North";0.1;52.48;47.232;5.248
"O891469";"C00068";"P0023";2;49.93;"2025-07-06";"Delayed";"PayPal";"North";0.15;99.86;84.881;14.979
"O891725";"C00185";"P0024";4;15.37;"2025-07-06";"Delivered";"PayPal";"East";0.2;61.48;49.184;12.296
"O893383";"C00047";"P0010";1;19.6;"2025-07-06";"Delayed";"Bank Transfer";"North";0.2;19.6;15.68;3.92
"O893643";"C00339";"P0022";2;17.53;"2025-07-06";"Delivered";"Credit Card";"North";0.0;35.06;35.06;0.0
"O893698";"C00001";"P0011";4;38.75;"2025-07-06";"Delayed";"Bank Transfer";"North";0.05;155.0;147.25;7.75
"O893715";"C00390";"P0014";5;42.79;"2025-07-06";"Cancelled";"PayPal";"West";0.05;213.95;203.2525;10.6975
"O893913";"C00230";"P0025";2;18.59;"2025-07-06";"Delayed";"Bank Transfer";"West";0.1;37.18;33.462;3.718
"O894163";"C00360";"P0004";2;9.28;"2025-07-06";"Cancelled";"Credit Card";"Central";0.2;18.56;14.848;3.712
"O894402";"C00079";"P0011";2;38.02;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.1;76.04;68.436;7.604
"O894659";"C00048";"P0005";3;20.09;"2025-07-06";"Delivered";"Credit Card";"North";0.15;60.27;51.2295;9.0405
"O894863";"C00066";"P0025";5;26.38;"2025-07-06";"Cancelled";"Credit Card";"South";0.1;131.9;118.71;13.19
"O895098";"C00298";"P0006";2;11.68;"2025-07-06";"Delayed";"Bank Transfer";"West";0.05;23.36;22.192;1.168
"O895136";"C00141";"P0029";3;38.62;"2025-07-06";"Delayed";"PayPal";"South";0.1;115.86;104.274;11.586
"O896121";"C00142";"P0027";1;44.98;"2025-07-06";"Delivered";"Bank Transfer";"North";0.15;44.98;38.233;6.747
"O896446";"C00395";"P0014";5;9.21;"2025-07-06";"Delivered";"Credit Card";"South";0.05;46.05;43.7475;2.3025
"O896592";"C00233";"P0006";3;11.92;"2025-07-06";"Cancelled";"PayPal";"Central";0.0;35.76;35.76;0.0
"O896617";"C00050";"P0014";5;38.61;"2025-07-06";"Delivered";"PayPal";"Central";0.05;193.05;183.3975;9.6525
"O896668";"C00385";"P0026";3;28.31;"2025-07-06";"Delivered";"Credit Card";"East";0.05;84.93;80.6835;4.2465
"O896740";"C00040";"P0012";1;42.44;"2025-07-06";"Delayed";"Bank Transfer";"East";0.1;42.44;38.196;4.244
"O897001";"C00085";"P0023";3;26.16;"2025-07-06";"Delivered";"Bank Transfer";"West";0.05;78.48;74.556;3.924
"O897258";"C00303";"P0012";5;21.61;"2025-07-06";"Delivered";"PayPal";"South";0.05;108.05;102.6475;5.4025
"O897951";"C00320";"P0016";2;21.07;"2025-07-06";"Delivered";"Credit Card";"Central";0.1;42.14;37.926;4.214
"O898228";"C00287";"P0018";4;34.81;"2025-07-06";"Delivered";"PayPal";"North";0.05;139.24;132.278;6.962
"O898882";"C00256";"P0028";2;28.05;"2025-07-06";"Delayed";"Credit Card";"North";0.1;56.1;50.49;5.61
"O899171";"C00478";"P0021";3;44.46;"2025-07-06";"Delayed";"Credit Card";"West";0.2;133.38;106.704;26.676
"O901951";"C00211";"P0001";3;17.66;"2025-07-06";"Delivered";"Bank Transfer";"West";0.2;52.98;42.384;10.596
"O903135";"C00318";"P0008";3;13.01;"2025-07-06";"Delivered";"PayPal";"West";0.0;39.03;39.03;0.0
