order_id,product_id,customer_id,total_quantity,discount_rate,Cost,Gross_sales,Net_sales,Actual_Profit,Potential_profit,Discount_value,sale_per_unit,cost_per_unit,profit_per_unit
CA-2014-124737,OFF-PA-10001837,AP-10915,3,0.2000,10.11,19.44,15.55,5.44,9.33,3.89,5.18,3.37,1.81
CA-2014-124737,OFF-SU-10004661,AP-10915,1,0.2000,6.29,8.50,6.80,0.51,2.21,1.70,6.80,6.29,0.51
CA-2014-124737,TEC-PH-10000149,AP-10915,9,0.2000,132.87,179.55,143.64,10.77,46.68,35.91,15.96,14.76,1.20
CA-2014-124807,OFF-PA-10001526,ME-17725,9,0.2000,22.86,44.83,35.86,13.00,21.96,8.97,3.98,2.54,1.44
CA-2014-124807,TEC-AC-10002857,ME-17725,4,0.2000,20.56,29.80,23.84,3.28,9.24,5.96,5.96,5.14,0.82
CA-2014-124856,FUR-FU-10000521,LD-17005,4,0.0000,80.98,117.36,117.36,36.38,36.38,0.00,29.34,20.24,9.10
CA-2014-124856,OFF-LA-10000121,LD-17005,3,0.0000,10.21,18.90,18.90,8.69,8.69,0.00,6.30,3.40,2.90
CA-2014-124856,OFF-PA-10001289,LD-17005,2,0.0000,39.54,77.52,77.52,37.98,37.98,0.00,38.76,19.77,18.99
CA-2014-124856,OFF-ST-10002615,LD-17005,9,0.0000,1032.70,1395.54,1395.54,362.84,362.84,0.00,155.06,114.74,40.32
CA-2014-125136,OFF-PA-10001457,KD-16495,8,0.2000,64.98,120.33,96.26,31.28,55.35,24.07,12.03,8.12,3.91
CA-2014-125136,OFF-PA-10001804,KD-16495,2,0.2000,6.95,13.36,10.69,3.74,6.41,2.67,5.35,3.47,1.87
CA-2014-125150,FUR-CH-10002439,PW-19030,5,0.2000,215.41,291.10,232.88,17.47,75.69,58.22,46.58,43.08,3.49
CA-2014-125171,OFF-LA-10001175,AG-10390,5,0.0000,7.34,14.40,14.40,7.06,7.06,0.00,2.88,1.47,1.41
CA-2014-125514,OFF-AP-10000358,BM-11650,2,0.0000,18.43,25.96,25.96,7.53,7.53,0.00,12.98,9.22,3.76
CA-2014-125514,OFF-AP-10003281,BM-11650,3,0.0000,25.39,36.27,36.27,10.88,10.88,0.00,12.09,8.46,3.63
CA-2014-125514,OFF-PA-10000029,BM-11650,1,0.0000,3.37,6.48,6.48,3.11,3.11,0.00,6.48,3.37,3.11
CA-2014-125542,OFF-EN-10000056,NB-18655,7,0.2000,230.88,435.61,348.49,117.61,204.74,87.12,49.78,32.98,16.80
CA-2014-125542,OFF-ST-10001469,NB-18655,4,0.2000,202.97,215.93,172.74,-30.23,12.96,43.19,43.19,50.74,-7.56
CA-2014-125556,OFF-BI-10003460,ML-17410,10,0.0000,22.78,43.80,43.80,21.02,21.02,0.00,4.38,2.28,2.10
CA-2014-125556,TEC-PH-10001079,ML-17410,7,0.0000,599.71,832.93,832.93,233.22,233.22,0.00,118.99,85.67,33.32
CA-2014-125612,OFF-PA-10001019,BK-11260,2,0.0000,21.18,39.96,39.96,18.78,18.78,0.00,19.98,10.59,9.39
CA-2014-125612,OFF-ST-10003221,BK-11260,2,0.0000,15.59,21.36,21.36,5.77,5.77,0.00,10.68,7.80,2.88
CA-2014-125612,OFF-SU-10002537,BK-11260,10,0.0000,75.70,102.30,102.30,26.60,26.60,0.00,10.23,7.57,2.66
CA-2014-125682,OFF-PA-10001752,RB-19645,2,0.0000,5.08,9.96,9.96,4.88,4.88,0.00,4.98,2.54,2.44
CA-2014-125731,FUR-CH-10003973,CL-12565,5,0.2000,1338.34,1858.80,1487.04,148.70,520.46,371.76,297.41,267.67,29.74
CA-2014-125731,OFF-EN-10003072,CL-12565,7,0.2000,14.13,27.16,21.73,7.60,13.04,5.43,3.10,2.02,1.09
CA-2014-125759,FUR-FU-10002111,NM-18445,2,0.0000,9.03,14.56,14.56,5.53,5.53,0.00,7.28,4.51,2.77
CA-2014-125829,FUR-TA-10002041,WB-21850,4,0.2000,638.27,717.16,573.73,-64.54,78.89,143.43,143.43,159.57,-16.14
CA-2014-125829,OFF-BI-10001036,WB-21850,3,0.2000,13.71,27.43,21.94,8.23,13.71,5.49,7.31,4.57,2.74
CA-2014-125829,OFF-PA-10000223,WB-21850,3,0.0000,10.11,19.44,19.44,9.33,9.33,0.00,6.48,3.37,3.11
CA-2014-125829,TEC-MA-10003246,WB-21850,4,0.2000,307.98,559.96,447.97,139.99,251.98,111.99,111.99,77.00,35.00
CA-2014-125829,TEC-PH-10001079,WB-21850,7,0.2000,599.71,832.93,666.34,66.63,233.22,166.59,95.19,85.67,9.52
CA-2014-125997,FUR-BO-10002213,MW-18220,2,0.2000,811.59,1001.96,801.57,-10.02,190.37,200.39,400.79,405.79,-5.01
CA-2014-125997,FUR-CH-10001394,MW-18220,2,0.1000,491.38,701.98,631.78,140.40,210.59,70.20,315.89,245.69,70.20
CA-2014-125997,OFF-AP-10003842,MW-18220,1,0.0000,22.93,30.98,30.98,8.05,8.05,0.00,30.98,22.93,8.05
CA-2014-125997,OFF-LA-10002762,MW-18220,6,0.0000,39.85,75.18,75.18,35.33,35.33,0.00,12.53,6.64,5.89
CA-2014-125997,TEC-PH-10003072,MW-18220,9,0.0000,688.45,1349.91,1349.91,661.46,661.46,0.00,149.99,76.49,73.50
CA-2014-125997,TEC-PH-10003484,MW-18220,5,0.0000,472.46,629.95,629.95,157.49,157.49,0.00,125.99,94.49,31.50
CA-2014-126032,TEC-AC-10000158,BS-11665,3,0.2000,85.30,107.98,86.38,1.08,22.67,21.60,28.79,28.43,0.36
CA-2014-126193,OFF-BI-10001249,SS-20410,3,0.8000,10.34,19.15,3.83,-6.51,8.81,15.32,1.28,3.45,-2.17
CA-2014-126193,OFF-BI-10004632,SS-20410,5,0.8000,838.72,1524.95,304.99,-533.73,686.23,1219.96,61.00,167.74,-106.75
CA-2014-126193,OFF-FA-10000936,SS-20410,5,0.2000,9.05,16.45,13.16,4.11,7.40,3.29,2.63,1.81,0.82
CA-2014-126200,OFF-BI-10002225,JE-15715,3,0.8000,32.19,61.90,12.38,-19.81,29.71,49.52,4.13,10.73,-6.60
CA-2014-126277,OFF-BI-10004022,LH-16900,3,0.7000,4.50,8.33,2.50,-2.00,3.83,5.83,0.83,1.50,-0.67
CA-2014-126333,OFF-PA-10000223,ME-18010,1,0.2000,3.37,6.48,5.18,1.81,3.11,1.30,5.18,3.37,1.81
CA-2014-126361,OFF-AP-10003590,VD-21670,3,0.0000,784.62,1089.75,1089.75,305.13,305.13,0.00,363.25,261.54,101.71
CA-2014-126361,OFF-AR-10000896,VD-21670,5,0.0000,12.14,16.40,16.40,4.26,4.26,0.00,3.28,2.43,0.85
CA-2014-126361,OFF-BI-10002852,VD-21670,1,0.2000,8.40,16.48,13.18,4.78,8.07,3.30,13.18,8.40,4.78
CA-2014-126361,OFF-PA-10000806,VD-21670,8,0.0000,228.40,447.84,447.84,219.44,219.44,0.00,55.98,28.55,27.43
CA-2014-126361,TEC-PH-10002310,VD-21670,5,0.2000,364.96,499.95,399.96,35.00,134.99,99.99,79.99,72.99,7.00
CA-2014-126403,FUR-CH-10003761,RR-19525,6,0.0000,573.69,785.88,785.88,212.19,212.19,0.00,130.98,95.62,35.36
CA-2014-126403,OFF-PA-10001144,RR-19525,3,0.0000,86.55,166.44,166.44,79.89,79.89,0.00,55.48,28.85,26.63
CA-2014-126403,OFF-PA-10004665,RR-19525,2,0.0000,13.36,26.20,26.20,12.84,12.84,0.00,13.10,6.68,6.42
CA-2014-126403,OFF-ST-10000078,RR-19525,5,0.0000,1087.20,1325.85,1325.85,238.65,238.65,0.00,265.17,217.44,47.73
CA-2014-126480,OFF-PA-10004610,HG-14965,2,0.0000,4.71,8.56,8.56,3.85,3.85,0.00,4.28,2.35,1.93
CA-2014-126522,OFF-AR-10004042,LT-16765,3,0.0000,38.30,53.94,53.94,15.64,15.64,0.00,17.98,12.77,5.21
CA-2014-126683,FUR-FU-10001706,PP-18955,2,0.0000,3.20,6.16,6.16,2.96,2.96,0.00,3.08,1.60,1.48
CA-2014-126683,FUR-TA-10002958,PP-18955,9,0.0000,1949.52,2348.82,2348.82,399.30,399.30,0.00,260.98,216.61,44.37
CA-2014-126760,FUR-CH-10003312,KM-16720,3,0.2000,783.93,842.94,674.35,-109.58,59.01,168.59,224.78,261.31,-36.53
CA-2014-126760,FUR-FU-10004018,KM-16720,9,0.0000,97.83,134.01,134.01,36.18,36.18,0.00,14.89,10.87,4.02
CA-2014-126760,TEC-AC-10004814,KM-16720,3,0.0000,100.87,170.97,170.97,70.10,70.10,0.00,56.99,33.62,23.37
CA-2014-126760,TEC-PH-10001363,KM-16720,2,0.2000,797.98,1139.98,911.98,114.00,341.99,228.00,455.99,398.99,57.00
CA-2014-126802,FUR-FU-10000193,ZC-21910,3,0.6000,89.65,97.45,38.98,-50.67,7.80,58.47,12.99,29.88,-16.89
CA-2014-126907,OFF-PA-10000533,SM-20950,3,0.2000,10.60,19.63,15.70,5.10,9.03,3.93,5.23,3.53,1.70
CA-2014-126963,OFF-PA-10001952,PS-18760,2,0.2000,24.66,45.68,36.54,11.88,21.01,9.14,18.27,12.33,5.94
CA-2014-127012,FUR-FU-10003691,GM-14680,1,0.0000,6.92,12.35,12.35,5.43,5.43,0.00,12.35,6.92,5.43
CA-2014-127012,OFF-AR-10003903,GM-14680,1,0.0000,30.32,40.97,40.97,10.65,10.65,0.00,40.97,30.32,10.65
CA-2014-127012,OFF-FA-10004854,GM-14680,2,0.0000,12.17,22.96,22.96,10.79,10.79,0.00,11.48,6.08,5.40
CA-2014-127131,OFF-BI-10004656,HR-14830,7,0.2000,7.87,15.13,12.10,4.23,7.26,3.03,1.73,1.12,0.60
CA-2014-127131,OFF-PA-10001800,HR-14830,4,0.0000,13.48,25.92,25.92,12.44,12.44,0.00,6.48,3.37,3.11
CA-2014-127131,OFF-ST-10000036,HR-14830,2,0.0000,144.23,197.58,197.58,53.35,53.35,0.00,98.79,72.12,26.67
CA-2014-127131,OFF-ST-10002344,HR-14830,6,0.0000,476.16,485.88,485.88,9.72,9.72,0.00,80.98,79.36,1.62
CA-2014-127159,FUR-FU-10000010,HL-15040,7,0.0000,24.01,34.79,34.79,10.78,10.78,0.00,4.97,3.43,1.54
CA-2014-127166,FUR-CH-10003396,KH-16360,2,0.3000,137.02,153.96,107.77,-29.25,16.93,46.19,53.89,68.51,-14.63
CA-2014-127166,OFF-BI-10000977,KH-16360,3,0.8000,49.25,91.20,18.24,-31.01,41.95,72.96,6.08,16.42,-10.34
CA-2014-127166,OFF-EN-10003134,KH-16360,6,0.2000,35.04,70.08,56.06,21.02,35.04,14.02,9.34,5.84,3.50
CA-2014-127166,OFF-PA-10001560,KH-16360,1,0.2000,3.20,6.04,4.83,1.63,2.84,1.21,4.83,3.20,1.63
CA-2014-127187,TEC-PH-10000673,CP-12085,2,0.0000,67.59,129.98,129.98,62.39,62.39,0.00,64.99,33.79,31.20
CA-2014-127299,OFF-ST-10003722,JL-15835,6,0.2000,59.76,84.18,67.34,7.58,24.41,16.84,11.22,9.96,1.26
CA-2014-127299,TEC-MA-10001127,JL-15835,3,0.5000,3569.97,5249.96,2624.98,-944.99,1679.99,2624.98,874.99,1189.99,-315.00
CA-2014-127383,OFF-EN-10004773,CM-11815,2,0.2000,31.60,61.96,49.57,17.97,30.36,12.39,24.79,15.80,8.98
CA-2014-127446,FUR-FU-10000221,MC-17590,3,0.6000,10.06,15.25,6.10,-3.96,5.19,9.15,2.03,3.35,-1.32
CA-2014-127446,FUR-TA-10000577,MC-17590,5,0.3000,1340.60,1741.04,1218.73,-121.87,400.44,522.31,243.75,268.12,-24.37
CA-2014-127446,OFF-LA-10000248,MC-17590,2,0.2000,3.91,7.38,5.90,1.99,3.47,1.48,2.95,1.95,1.00
CA-2014-127446,OFF-LA-10001317,MC-17590,1,0.2000,1.64,3.15,2.52,0.88,1.51,0.63,2.52,1.64,0.88
CA-2014-127446,OFF-PA-10000955,MC-17590,3,0.2000,10.60,19.63,15.70,5.10,9.03,3.93,5.23,3.53,1.70
CA-2014-127446,TEC-AC-10001635,MC-17590,3,0.2000,24.67,30.84,24.67,0.00,6.17,6.17,8.22,8.22,0.00
CA-2014-127488,OFF-LA-10001613,MS-17365,2,0.2000,2.94,5.76,4.61,1.67,2.82,1.15,2.31,1.47,0.84
CA-2014-127523,OFF-AP-10004249,BG-11695,3,0.0000,26.21,35.91,35.91,9.70,9.70,0.00,11.97,8.74,3.23
CA-2014-127558,FUR-FU-10002505,SS-20410,3,0.0000,6.87,10.11,10.11,3.24,3.24,0.00,3.37,2.29,1.08
CA-2014-127558,OFF-SU-10002537,SS-20410,2,0.0000,15.14,20.46,20.46,5.32,5.32,0.00,10.23,7.57,2.66
CA-2014-127558,TEC-AC-10003832,SS-20410,3,0.0000,625.70,772.47,772.47,146.77,146.77,0.00,257.49,208.57,48.92
CA-2014-127586,OFF-ST-10002615,CS-12400,2,0.0000,229.49,310.12,310.12,80.63,80.63,0.00,155.06,114.74,40.32
CA-2014-127614,FUR-TA-10003715,NF-18385,6,0.0000,1180.85,1256.22,1256.22,75.37,75.37,0.00,209.37,196.81,12.56
CA-2014-127614,OFF-BI-10003291,NF-18385,2,0.0000,9.25,17.46,17.46,8.21,8.21,0.00,8.73,4.63,4.10
CA-2014-127614,TEC-AC-10001432,NF-18385,3,0.0000,131.29,234.45,234.45,103.16,103.16,0.00,78.15,43.76,34.39
CA-2014-127691,OFF-AR-10002053,EM-14065,2,0.0000,4.29,5.96,5.96,1.67,1.67,0.00,2.98,2.15,0.83
CA-2014-127691,TEC-AC-10002567,EM-14065,2,0.0000,102.39,159.98,159.98,57.59,57.59,0.00,79.99,51.19,28.80
CA-2014-127859,OFF-PA-10003641,QJ-19255,6,0.2000,85.47,158.28,126.62,41.15,72.81,31.66,21.10,14.24,6.86
CA-2014-127866,OFF-AR-10003481,JD-15895,4,0.0000,9.32,13.12,13.12,3.80,3.80,0.00,3.28,2.33,0.95
CA-2014-127866,OFF-PA-10003971,JD-15895,2,0.0000,6.10,11.96,11.96,5.86,5.86,0.00,5.98,3.05,2.93
CA-2014-127866,OFF-ST-10001490,JD-15895,3,0.0000,374.79,535.41,535.41,160.62,160.62,0.00,178.47,124.93,53.54
CA-2014-127866,TEC-AC-10000023,JD-15895,2,0.0000,26.84,41.94,41.94,15.10,15.10,0.00,20.97,13.42,7.55
CA-2014-127936,OFF-AR-10002445,CL-12565,3,0.0000,13.17,21.24,21.24,8.07,8.07,0.00,7.08,4.39,2.69
CA-2014-127964,OFF-BI-10003429,AP-10720,5,0.2000,16.14,31.65,25.32,9.18,15.51,6.33,5.06,3.23,1.84
CA-2014-127964,OFF-BI-10004593,AP-10720,3,0.2000,84.89,157.20,125.76,40.87,72.31,31.44,41.92,28.30,13.62
CA-2014-127964,TEC-PH-10004700,AP-10720,1,0.0000,5.39,9.99,9.99,4.60,4.60,0.00,9.99,5.39,4.60
CA-2014-128055,OFF-AP-10002765,AA-10315,2,0.0000,38.15,52.98,52.98,14.83,14.83,0.00,26.49,19.07,7.42
CA-2014-128055,OFF-BI-10004390,AA-10315,2,0.2000,420.98,841.96,673.57,252.59,420.98,168.39,336.79,210.49,126.29
CA-2014-128146,OFF-AR-10001919,DB-13060,2,0.0000,2.67,3.76,3.76,1.09,1.09,0.00,1.88,1.33,0.55
CA-2014-128146,TEC-PH-10004539,DB-13060,7,0.0000,965.74,1322.93,1322.93,357.19,357.19,0.00,188.99,137.96,51.03
CA-2014-128209,FUR-BO-10002213,GT-14710,10,0.2000,4057.94,5009.80,4007.84,-50.10,951.86,1001.96,400.78,405.79,-5.01
CA-2014-128209,OFF-BI-10001359,GT-14710,3,0.2000,1426.22,2690.98,2152.78,726.56,1264.76,538.20,717.59,475.41,242.19
CA-2014-128237,OFF-AR-10000034,CA-12265,6,0.0000,15.52,25.44,25.44,9.92,9.92,0.00,4.24,2.59,1.65
CA-2014-128237,OFF-AR-10003338,CA-12265,2,0.0000,11.16,14.88,14.88,3.72,3.72,0.00,7.44,5.58,1.86
CA-2014-128237,OFF-AR-10003829,CA-12265,2,0.0000,4.66,6.56,6.56,1.90,1.90,0.00,3.28,2.33,0.95
CA-2014-128237,TEC-AC-10002558,CA-12265,4,0.0000,29.56,45.48,45.48,15.92,15.92,0.00,11.37,7.39,3.98
CA-2014-128524,OFF-AP-10002892,MZ-17515,1,0.0000,16.09,22.98,22.98,6.89,6.89,0.00,22.98,16.09,6.89
CA-2014-128524,OFF-BI-10003527,MZ-17515,2,0.2000,1270.99,2541.98,2033.58,762.59,1270.99,508.40,1016.79,635.49,381.30
CA-2014-128524,TEC-AC-10002718,MZ-17515,7,0.0000,86.81,102.13,102.13,15.32,15.32,0.00,14.59,12.40,2.19
CA-2014-128538,OFF-EN-10001219,AS-10240,1,0.0000,3.90,7.64,7.64,3.74,3.74,0.00,7.64,3.90,3.74
CA-2014-128622,OFF-SU-10001574,SC-20260,3,0.0000,7.67,10.95,10.95,3.29,3.29,0.00,3.65,2.56,1.10
CA-2014-128839,OFF-FA-10002280,TT-21070,9,0.0000,23.40,45.00,45.00,21.60,21.60,0.00,5.00,2.60,2.40
CA-2014-128839,TEC-MA-10000029,TT-21070,3,0.0000,119.68,209.97,209.97,90.29,90.29,0.00,69.99,39.89,30.10
CA-2014-128846,OFF-PA-10000100,RS-19765,3,0.0000,62.71,122.97,122.97,60.26,60.26,0.00,40.99,20.90,20.09
CA-2014-128846,TEC-PH-10003273,RS-19765,5,0.0000,466.16,629.95,629.95,163.79,163.79,0.00,125.99,93.23,32.76
CA-2014-128888,OFF-EN-10003001,PB-19105,9,0.2000,400.59,755.83,604.66,204.07,355.24,151.17,67.18,44.51,22.67
CA-2014-128986,OFF-PA-10001289,GH-14410,3,0.2000,59.30,116.28,93.02,33.72,56.98,23.26,31.01,19.77,11.24
CA-2014-129091,OFF-AP-10002734,RA-19885,3,0.0000,384.82,675.12,675.12,290.30,290.30,0.00,225.04,128.27,96.77
CA-2014-129091,OFF-BI-10001071,RA-19885,5,0.0000,163.15,319.90,319.90,156.75,156.75,0.00,63.98,32.63,31.35
CA-2014-129091,OFF-EN-10001990,RA-19885,2,0.0000,6.02,11.36,11.36,5.34,5.34,0.00,5.68,3.01,2.67
CA-2014-129091,OFF-EN-10004955,RA-19885,3,0.0000,8.28,16.23,16.23,7.95,7.95,0.00,5.41,2.76,2.65
CA-2014-129147,OFF-BI-10001098,LC-17050,3,0.7000,32.71,64.13,19.24,-13.47,31.42,44.89,6.41,10.90,-4.49
CA-2014-129147,TEC-PH-10001299,LC-17050,6,0.4000,647.95,899.93,539.96,-107.99,251.98,359.97,89.99,107.99,-18.00
CA-2014-129147,TEC-PH-10001552,LC-17050,7,0.4000,60.28,83.72,50.23,-10.05,23.44,33.49,7.18,8.61,-1.44
CA-2014-129168,OFF-PA-10001639,KB-16585,3,0.2000,10.11,19.44,15.55,5.44,9.33,3.89,5.18,3.37,1.81
CA-2014-129189,FUR-CH-10004997,HM-14860,5,0.3000,751.92,939.90,657.93,-93.99,187.98,281.97,131.59,150.38,-18.80
CA-2014-129189,OFF-AP-10000124,HM-14860,3,0.8000,17.97,24.95,4.99,-12.98,6.98,19.96,1.66,5.99,-4.33
CA-2014-129189,OFF-BI-10000494,HM-14860,1,0.8000,2.87,5.20,1.04,-1.83,2.33,4.16,1.04,2.87,-1.83
CA-2014-129364,OFF-BI-10001132,TB-21250,4,0.7000,10.98,21.53,6.46,-4.52,10.55,15.07,1.62,2.74,-1.13
CA-2014-129364,OFF-LA-10001569,TB-21250,7,0.2000,18.83,34.86,27.89,9.06,16.04,6.97,3.98,2.69,1.29
CA-2014-129364,OFF-LA-10004409,TB-21250,5,0.2000,7.78,14.40,11.52,3.74,6.62,2.88,2.30,1.56,0.75
CA-2014-129364,OFF-PA-10001569,TB-21250,2,0.2000,6.74,12.96,10.37,3.63,6.22,2.59,5.19,3.37,1.81
CA-2014-129364,OFF-ST-10001031,TB-21250,3,0.2000,36.14,48.84,39.07,2.93,12.70,9.77,13.02,12.05,0.98
CA-2014-129364,OFF-SU-10000432,TB-21250,5,0.2000,16.48,17.35,13.88,-2.60,0.87,3.47,2.78,3.30,-0.52
CA-2014-129364,TEC-AC-10004227,TB-21250,10,0.2000,122.11,129.90,103.92,-18.19,7.79,25.98,10.39,12.21,-1.82
CA-2014-129364,TEC-PH-10003095,TB-21250,3,0.2000,32.93,65.85,52.68,19.76,32.93,13.17,17.56,10.98,6.59
CA-2014-129574,OFF-PA-10002893,Dp-13240,5,0.0000,25.17,48.40,48.40,23.23,23.23,0.00,9.68,5.03,4.65
CA-2014-129819,OFF-BI-10004970,KC-16675,3,0.0000,6.57,12.39,12.39,5.82,5.82,0.00,4.13,2.19,1.94
CA-2014-129924,FUR-TA-10004575,AC-10420,3,0.2000,715.81,872.94,698.35,-17.46,157.13,174.59,232.78,238.60,-5.82
CA-2014-129924,OFF-BI-10003314,AC-10420,2,0.2000,4.91,9.64,7.71,2.80,4.72,1.93,3.86,2.46,1.40
CA-2014-129938,FUR-CH-10003774,EB-13705,7,0.3000,554.07,636.86,445.80,-108.27,82.79,191.06,63.69,79.15,-15.47
CA-2014-130092,FUR-FU-10000010,SV-20365,2,0.0000,6.86,9.94,9.94,3.08,3.08,0.00,4.97,3.43,1.54
CA-2014-130155,OFF-SU-10004737,TD-20995,5,0.0000,24.97,34.20,34.20,9.23,9.23,0.00,6.84,4.99,1.85
CA-2014-130274,OFF-LA-10002195,JS-15940,7,0.0000,11.21,21.56,21.56,10.35,10.35,0.00,3.08,1.60,1.48
CA-2014-130421,OFF-AP-10002534,SC-20020,3,0.8000,636.38,883.85,176.77,-459.61,247.47,707.08,58.92,212.13,-153.20
CA-2014-130428,FUR-CH-10002965,TG-21640,7,0.2000,1027.01,1406.86,1125.49,98.48,379.85,281.37,160.78,146.72,14.07
CA-2014-130428,OFF-AR-10004027,TG-21640,2,0.2000,2.97,5.04,4.03,1.06,2.07,1.01,2.02,1.49,0.53
CA-2014-130428,OFF-BI-10001636,TG-21640,5,0.7000,22.76,42.13,12.64,-10.12,19.38,29.49,2.53,4.55,-2.02
CA-2014-130449,FUR-FU-10001487,VP-21760,6,0.0000,29.73,41.88,41.88,12.15,12.15,0.00,6.98,4.96,2.02
CA-2014-130449,OFF-LA-10001934,VP-21760,8,0.0000,30.99,58.48,58.48,27.49,27.49,0.00,7.31,3.87,3.44
CA-2014-130575,OFF-BI-10002353,CS-11845,3,0.8000,23.16,46.30,9.26,-13.90,23.14,37.04,3.09,7.72,-4.63
CA-2014-130624,OFF-AP-10001303,TB-21280,3,0.0000,32.84,59.70,59.70,26.87,26.87,0.00,19.90,10.95,8.96
CA-2014-130624,OFF-PA-10003883,TB-21280,3,0.0000,10.61,19.65,19.65,9.04,9.04,0.00,6.55,3.54,3.01
CA-2014-130624,TEC-PH-10003963,TB-21280,3,0.0000,457.30,617.97,617.97,160.67,160.67,0.00,205.99,152.43,53.56
CA-2014-130673,FUR-FU-10003489,MC-17590,3,0.6000,16.27,25.83,10.33,-5.94,9.55,15.50,3.44,5.42,-1.98
CA-2014-130673,OFF-PA-10000289,MC-17590,2,0.2000,6.74,12.96,10.37,3.63,6.22,2.59,5.19,3.37,1.81
CA-2014-130673,OFF-ST-10000636,MC-17590,5,0.2000,80.35,83.70,66.96,-13.39,3.35,16.74,13.39,16.07,-2.68
CA-2014-130673,TEC-AC-10004227,MC-17590,2,0.2000,24.42,25.98,20.78,-3.64,1.56,5.20,10.39,12.21,-1.82
CA-2014-130729,OFF-BI-10002706,AA-10375,3,0.2000,23.13,42.84,34.27,11.14,19.71,8.57,11.42,7.71,3.71
CA-2014-130813,OFF-PA-10002005,LS-17230,3,0.0000,10.11,19.44,19.44,9.33,9.33,0.00,6.48,3.37,3.11
CA-2014-130869,OFF-EN-10002600,CB-12025,3,0.2000,4.60,8.85,7.08,2.48,4.25,1.77,2.36,1.53,0.83
CA-2014-130918,OFF-SU-10003936,JP-15520,3,0.2000,9.44,9.54,7.63,-1.81,0.09,1.91,2.54,3.15,-0.60
CA-2014-130960,OFF-AR-10003651,KB-16600,3,0.0000,6.99,9.84,9.84,2.85,2.85,0.00,3.28,2.33,0.95
CA-2014-131002,FUR-FU-10004270,TB-21400,3,0.0000,34.04,57.69,57.69,23.65,23.65,0.00,19.23,11.35,7.88
CA-2014-131002,FUR-FU-10004665,TB-21400,6,0.0000,608.19,821.88,821.88,213.69,213.69,0.00,136.98,101.37,35.61
CA-2014-131002,OFF-BI-10000948,TB-21400,3,0.0000,22.69,42.81,42.81,20.12,20.12,0.00,14.27,7.56,6.71
CA-2014-131002,OFF-PA-10000223,TB-21400,2,0.0000,6.74,12.96,12.96,6.22,6.22,0.00,6.48,3.37,3.11
CA-2014-131002,TEC-PH-10000215,TB-21400,3,0.0000,76.54,104.85,104.85,28.31,28.31,0.00,34.95,25.51,9.44
CA-2014-131009,FUR-CH-10001270,SC-20380,6,0.3000,362.25,517.50,362.25,0.00,155.25,155.25,60.38,60.38,0.00
CA-2014-131009,FUR-FU-10001095,SC-20380,6,0.6000,98.50,158.88,63.55,-34.95,60.37,95.33,10.59,16.42,-5.83
CA-2014-131009,OFF-FA-10004395,SC-20380,5,0.2000,22.37,23.55,18.84,-3.53,1.18,4.71,3.77,4.47,-0.71
CA-2014-131009,OFF-ST-10001469,SC-20380,3,0.2000,152.22,161.94,129.55,-22.67,9.72,32.39,43.18,50.74,-7.56
CA-2014-131051,FUR-FU-10001861,TR-21325,3,0.0000,29.68,58.20,58.20,28.52,28.52,0.00,19.40,9.89,9.51
CA-2014-131247,FUR-BO-10001337,GA-14725,2,0.1500,217.77,241.96,205.67,-12.10,24.20,36.29,102.84,108.88,-6.05
CA-2014-131310,FUR-CH-10001797,CL-12565,4,0.2000,109.29,153.93,123.14,13.85,44.64,30.79,30.79,27.32,3.46
CA-2014-131310,OFF-BI-10003094,CL-12565,4,0.2000,7.46,14.08,11.26,3.80,6.62,2.82,2.82,1.86,0.95
CA-2014-131387,TEC-PH-10001459,AI-10855,5,0.2000,1553.96,2099.95,1679.96,126.00,545.99,419.99,335.99,310.79,25.20
CA-2014-131450,FUR-FU-10001979,LR-16915,8,0.0000,235.99,327.76,327.76,91.77,91.77,0.00,40.97,29.50,11.47
CA-2014-131450,OFF-AP-10004708,LR-16915,2,0.0000,54.05,76.12,76.12,22.07,22.07,0.00,38.06,27.02,11.04
CA-2014-131450,TEC-CO-10004115,LR-16915,3,0.2000,764.99,1499.98,1199.98,434.99,734.99,300.00,399.99,255.00,145.00
CA-2014-131450,TEC-PH-10002398,LR-16915,5,0.2000,390.22,557.45,445.96,55.75,167.24,111.49,89.19,78.04,11.15
CA-2014-131527,TEC-PH-10001644,TB-21280,4,0.2000,86.37,119.96,95.97,9.60,33.59,23.99,23.99,21.59,2.40
CA-2014-131541,FUR-FU-10003623,CK-12205,6,0.2000,116.90,162.36,129.89,12.99,45.46,32.47,21.65,19.48,2.16
CA-2014-131541,OFF-EN-10000781,CK-12205,7,0.2000,32.42,61.18,48.94,16.52,28.75,12.24,6.99,4.63,2.36
CA-2014-131541,OFF-FA-10000621,CK-12205,5,0.2000,9.13,17.90,14.32,5.19,8.77,3.58,2.86,1.83,1.04
CA-2014-131800,OFF-AP-10004136,AJ-10960,3,0.0000,92.21,122.94,122.94,30.74,30.74,0.00,40.98,30.74,10.25
CA-2014-131800,OFF-BI-10003429,AJ-10960,7,0.2000,22.60,44.31,35.45,12.85,21.71,8.86,5.06,3.23,1.84
CA-2014-131905,OFF-LA-10002787,ND-18460,4,0.0000,7.80,15.00,15.00,7.20,7.20,0.00,3.75,1.95,1.80
